STATE,District Name,Market Name,Commodity,Variety,Grade
Kerala,kottayam,Kuruppanthura,Tomato,Tomato,FAQ
Maharashtra,jalgaon,Chalisgaon,Wheat,Other,FAQ
Himachal Pradesh,kullu,Kullu(Chauri Bihal),Onion,Other,FAQ
Maharashtra,sholapur,Pandharpur,Wheat,Maharashtra 2189,FAQ
Uttar Pradesh,bulandshahar,Buland Shahr,Tomato,Hybrid,FAQ
Maharashtra,sholapur,Pandharpur,Tomato,Other,FAQ
Madhya Pradesh,satna,Mehar,Potato,Potato,FAQ
Maharashtra,sholapur,Kurdwadi,Wheat,Other,FAQ
Madhya Pradesh,narsinghpur,Tendukheda,Wheat,Deshi,FAQ
Madhya Pradesh,satna,Mehar,Tomato,Tomato,FAQ
Maharashtra,nashik,Lasalgaon,Onion,Red,FAQ
Madhya Pradesh,vidisha,Gulabganj,Wheat,Other,FAQ
Maharashtra,nandurbar,Navapur,Onion,Other,FAQ
Maharashtra,dhule,Sakri,Onion,Red,FAQ
Nagaland,peren,Tenning,Onion,1st Sort,FAQ
Rajasthan,jalore,Bhinmal,Onion,1st Sort,FAQ
Chattisgarh,rajnandgaon,Gandai,Wheat,147 Average,FAQ
Nagaland,phek,Pfatsero,Potato,Potato,FAQ
Jammu & Kashmir,udhampur,Reasi,Onion,Other,FAQ
Andhra Pradesh,adilabad,Bhainsa,Wheat,Local,FAQ
Chattisgarh,jashpur,Pathalgaon,Wheat,Local,FAQ
West Bengal,jalpaiguri,Belacoba,Tomato,Other,FAQ
West Bengal,jalpaiguri,Moynaguri,Tomato,Other,FAQ
Maharashtra,dhule,Sakri,Wheat,Other,FAQ
Madhya Pradesh,morena,Porsa(F&V),Potato,Desi,FAQ
Uttar Pradesh,badaun,Shahaswan,Onion,Medium,FAQ
Maharashtra,amarawati,Dharni,Wheat,Other,FAQ
Haryana,fatehabad,Bhuna,Potato,Potato,FAQ
Andhra Pradesh,medak,Vantamamidi,Tomato,Local,FAQ
Kerala,ernakulam,Moovattupuzha,Onion,Other,FAQ
Meghalaya,west garo hills,Tura,Tomato,Local,FAQ
Chattisgarh,mahasamund,Basana,Wheat,Deshi,FAQ
Haryana,fatehabad,Bhuna,Onion,Onion,FAQ
Haryana,fatehabad,Bhuna,Tomato,Tomato,FAQ
Uttar Pradesh,bijnor,Kiratpur,Potato,Desi,FAQ
Uttar Pradesh,baghpat,Bagpat,Tomato,Deshi,FAQ
Madhya Pradesh,chhatarpur,LavKush Nagar(Laundi),Wheat,Other,FAQ
Uttar Pradesh,agra,Fatehabad,Tomato,Hybrid,FAQ
West Bengal,jalpaiguri,Belacoba,Tomato,Hybrid,FAQ
Madhya Pradesh,gwalior,Bhitarwar,Wheat,Other,FAQ
Uttar Pradesh,bulandshahar,Divai,Onion,Other,FAQ
Himachal Pradesh,mandi,Mandi(Mandi),Tomato,Local,FAQ
Maharashtra,pune,Manchar,Potato,Other,FAQ
Gujarat,sabarkantha,Khedbrahma,Wheat,Other,FAQ
Uttar Pradesh,baghpat,Khekda,Tomato,Deshi,FAQ
Orissa,puri,Nimapara,Potato,Other,FAQ
Uttar Pradesh,bulandshahar,Khurja,Wheat,Dara,FAQ
Haryana,sonipat,Sonepat,Tomato,Deshi,FAQ
Uttar Pradesh,bulandshahar,Khurja,Onion,Red,FAQ
Maharashtra,pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ
Uttar Pradesh,bulandshahar,Khurja,Potato,Desi,FAQ
Kerala,kottayam,Kuruppanthura,Potato,Potato,FAQ
Karnataka,hassan,Channarayapatna,Onion,Onion,FAQ
Uttar Pradesh,bulandshahar,Khurja,Tomato,Hybrid,FAQ
Madhya Pradesh,rajgarh,Sarangpur,Potato,Potato,FAQ
Kerala,palakad,Kollengode,Onion,Small,FAQ
Uttar Pradesh,badaun,Babrala,Potato,Other,FAQ
Maharashtra,nashik,Sinner,Wheat,Other,FAQ
Maharashtra,jalgaon,Jalgaon(Masawat),Wheat,147 Average,FAQ
Maharashtra,ahmednagar,Rahata,Onion,Red,FAQ
Andhra Pradesh,adilabad,Jainath,Tomato,Deshi,FAQ
Uttar Pradesh,mathura,Kosikalan,Onion,Other,FAQ
Madhya Pradesh,alirajpur,Alirajpur(F&V),Potato,Potato,FAQ
Haryana,panipat,Samalkha,Tomato,Other,FAQ
Jammu & Kashmir,rajouri,Rajouri (F&V),Tomato,Other,FAQ
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Other,FAQ
Chattisgarh,rajnandgaon,Dongargarh,Wheat,Deshi,FAQ
Madhya Pradesh,ujjain,Mahidpur,Onion,Other,FAQ
Maharashtra,dhule,Pratap Nana Mahale Khajgi Bajar Samiti,Onion,White,FAQ
Jammu & Kashmir,rajouri,Rajouri (F&V),Onion,Other,FAQ
Uttar Pradesh,agra,Khairagarh,Tomato,Deshi,FAQ
Jammu & Kashmir,rajouri,Rajouri (F&V),Potato,Other,FAQ
Punjab,jalandhar,Shahkot,Onion,Other,FAQ
Orissa,rayagada,Gunpur,Tomato,Deshi,FAQ
Uttar Pradesh,badaun,Wazirganj,Tomato,Hybrid,FAQ
Haryana,kurukshetra,Iamailabad,Tomato,Other,FAQ
Maharashtra,ahmednagar,Shrigonda,Wheat,Other,FAQ
Rajasthan,sikar,Sikar,Wheat,Other,FAQ
Maharashtra,hingoli,Hingoli(Kanegoan Naka),Wheat,Other,FAQ
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ
Jammu & Kashmir,kathua,Kathua,Potato,Other,FAQ
Uttar Pradesh,bahraich,Naanpara,Tomato,Deshi,FAQ
Punjab,gurdaspur,Dhariwal,Potato,Other,FAQ
Madhya Pradesh,betul,Multai,Wheat,Lokwan,FAQ
Uttar Pradesh,ayodhya,Rudauli,Onion,Red,FAQ
Punjab,hoshiarpur,Garh Shankar,Potato,Other,FAQ
Kerala,alappuzha,Cherthala,Potato,Local,FAQ
Gujarat,surendranagar,Dhragradhra,Wheat,147 Average,FAQ
Haryana,kurukshetra,Iamailabad,Onion,Other,FAQ
Punjab,gurdaspur,Dhariwal,Onion,Other,FAQ
Maharashtra,sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd,Onion,Other,FAQ
Punjab,gurdaspur,Quadian,Onion,Other,FAQ
Punjab,gurdaspur,Quadian,Tomato,Other,FAQ
Punjab,gurdaspur,Quadian,Potato,Other,FAQ
Uttar Pradesh,unnao,Bangarmau,Tomato,Hybrid,FAQ
Uttar Pradesh,kushinagar,Tamkuhi road,Potato,Potato,FAQ
Orissa,kendrapara,Gopa,Onion,Onion,FAQ
Uttrakhand,champawat,Tanakpur,Wheat,Other,FAQ
Orissa,nayagarh,Bahadajholla,Tomato,Other,FAQ
Uttar Pradesh,kushinagar,Tamkuhi road,Tomato,Tomato,FAQ
Himachal Pradesh,mandi,Chail Chowk,Tomato,Other,FAQ
Madhya Pradesh,anupur,Kotma,Wheat,Other,FAQ
Uttar Pradesh,meerut,Mawana,Potato,Desi,FAQ
Maharashtra,thane,Murbad,Tomato,Other,FAQ
Chattisgarh,raipur,Neora,Wheat,Other,FAQ
Uttar Pradesh,kushinagar,Tamkuhi road,Onion,Red,FAQ
Kerala,alappuzha,Cherthala,Tomato,Other,FAQ
Uttar Pradesh,kushinagar,Tamkuhi road,Wheat,Dara,FAQ
Assam,kamrup,Pamohi(Garchuk),Tomato,Tomato,FAQ
Uttar Pradesh,sambhal,Chandausi,Tomato,Deshi,FAQ
Himachal Pradesh,hamirpur,Hamirpur,Potato,Other,FAQ
Uttar Pradesh,ghaziabad,Muradnagar,Tomato,Deshi,FAQ
Uttar Pradesh,ghaziabad,Muradnagar,Potato,F.A.Q.,FAQ
Uttar Pradesh,ghaziabad,Muradnagar,Onion,Red,FAQ
Uttar Pradesh,meerut,Mawana,Wheat,Dara,FAQ
Uttar Pradesh,ghaziabad,Muradnagar,Wheat,Dara,FAQ
Uttar Pradesh,meerut,Mawana,Tomato,Local,FAQ
Haryana,panipat,Samalkha,Onion,Other,FAQ
Maharashtra,thane,Kalyan,Potato,Other,FAQ
Kerala,alappuzha,Cherthala,Onion,Big,FAQ
Uttar Pradesh,meerut,Mawana,Onion,Red,FAQ
Haryana,fatehabad,Dharsul,Onion,1st Sort,FAQ
Bihar,madhubani,Jainagar,Potato,(Red Nanital),FAQ
Madhya Pradesh,katni,Katni(F&V),Tomato,Deshi,FAQ
Orissa,kendrapara,Kendrapara,Onion,Onion,FAQ
Orissa,nuapada,Khariar Road,Potato,Desi,FAQ
Punjab,muktsar,Giddarbaha,Potato,Potato,FAQ
Madhya Pradesh,katni,Katni(F&V),Onion,Other,FAQ
Madhya Pradesh,rewa,Rewa,Wheat,Other,FAQ
Bihar,madhubani,Jainagar,Tomato,Deshi,FAQ
Madhya Pradesh,dewas,Haatpipliya,Onion,Onion,FAQ
Maharashtra,latur,Latur,Wheat,Maharashtra 2189,FAQ
Bihar,madhubani,Jainagar,Onion,1st Sort,FAQ
Uttar Pradesh,sambhal,Chandausi,Wheat,Dara,FAQ
Haryana,fatehabad,Dharsul,Potato,(Red Nanital),FAQ
Punjab,muktsar,Giddarbaha,Onion,Onion,FAQ
Punjab,muktsar,Giddarbaha,Tomato,Tomato,FAQ
Orissa,kendrapara,Kendrapara(Marshaghai),Onion,Onion,FAQ
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Tomato,Hybrid,FAQ
Maharashtra,beed,Kada,Onion,Other,FAQ
Himachal Pradesh,kullu,Bandrol,Tomato,Other,FAQ
Madhya Pradesh,katni,Katni(F&V),Potato,Other,FAQ
Maharashtra,nashik,Malharshree Farmers Producer Co Ltd,Onion,Other,FAQ
Punjab,jalandhar,Shahkot,Tomato,Other,FAQ
Punjab,jalandhar,Bhogpur,Potato,Other,FAQ
Karnataka,kolar,Bangarpet,Potato,Local,FAQ
Haryana,fatehabad,Dharsul,Tomato,Deshi,FAQ
Maharashtra,parbhani,Shree Salasar Krushi Bazar,Wheat,Other,FAQ
Kerala,ernakulam,Thrippunithura,Tomato,Other,FAQ
Punjab,jalandhar,Phillaur,Potato,Other,FAQ
Himachal Pradesh,hamirpur,Kurara,Wheat,Other,FAQ
Rajasthan,udaipur,Udaipur (Grain),Wheat,Kalyan,FAQ
Madhya Pradesh,chhindwara,Saunsar,Wheat,Local,FAQ
Madhya Pradesh,jhabua,Petlawad,Wheat,Mill Quality,FAQ
Madhya Pradesh,katni,Katni(F&V),Tomato,Other,FAQ
Punjab,jalandhar,Phillaur,Onion,Other,FAQ
Maharashtra,nashik,Shree Rameshwar Krushi Market,Onion,Other,FAQ
Rajasthan,udaipur,Udaipur (Grain),Wheat,Farmi,FAQ
Maharashtra,nagpur,Parshiwani,Tomato,Local,FAQ
Kerala,alappuzha,Cherthala,Onion,Small,FAQ
Maharashtra,hingoli,Akhadabalapur,Wheat,Maharashtra 2189,FAQ
Kerala,kottayam,Athirampuzha,Potato,Other,FAQ
Jammu & Kashmir,jammu,Narwal Jammu (F&V),Potato,Potato,FAQ
Punjab,patiala,Samana,Tomato,Deshi,FAQ
Gujarat,dahod,Zalod(Sanjeli),Wheat,Other,FAQ
Madhya Pradesh,vidisha,Gulabganj,Wheat,Lokwan,FAQ
Assam,kamrup,Pamohi(Garchuk),Potato,Local,FAQ
Maharashtra,latur,Nilanga,Wheat,Maharashtra 2189,FAQ
Punjab,jalandhar,Nakodar,Potato,Other,FAQ
Maharashtra,amarawati,Chandur Railway,Wheat,Other,FAQ
Uttar Pradesh,agra,Achnera,Onion,Red,FAQ
Kerala,idukki,Vandiperiyar,Onion,Small,FAQ
Maharashtra,ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society,Wheat,Other,FAQ
Maharashtra,beed,Parali Vaijyanath,Wheat,Other,FAQ
Uttar Pradesh,agra,Achnera,Potato,Desi,FAQ
Maharashtra,dhule,Pratap Nana Mahale Khajgi Bajar Samiti,Onion,Other,FAQ
Uttar Pradesh,agra,Achnera,Wheat,Dara,FAQ
Nagaland,mokokchung,Mangkolemba,Tomato,Deshi,FAQ
Uttar Pradesh,jhansi,Chirgaon,Tomato,Deshi,FAQ
Uttar Pradesh,agra,Achnera,Tomato,Deshi,FAQ
Maharashtra,ahmednagar,Shree Sairaj Krushi Market,Onion,Local,FAQ
Kerala,kottayam,Athirampuzha,Tomato,Other,FAQ
Himachal Pradesh,kullu,Bandrol,Potato,Other,FAQ
Nagaland,dimapur,Nuiland,Tomato,Local,FAQ
Maharashtra,sangli,Vita,Tomato,Other,FAQ
Uttar Pradesh,ghaziabad,Noida,Tomato,Deshi,FAQ
Maharashtra,nagpur,Hingna,Potato,Other,FAQ
Uttar Pradesh,shravasti,Payagpur,Tomato,Deshi,FAQ
Uttar Pradesh,ghaziabad,Noida,Potato,(Red Nanital),FAQ
Gujarat,patan,Radhanpur,Wheat,Medium Fine,FAQ
Andhra Pradesh,medak,Zaheerabad,Wheat,147 Average,FAQ
Madhya Pradesh,khandwa,Khandwa(F&V),Potato,Other,FAQ
Maharashtra,nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Local,FAQ
Gujarat,amreli,Amreli,Wheat,Bansi,FAQ
Madhya Pradesh,dindori,Dindori,Wheat,147 Average,FAQ
Uttar Pradesh,ghaziabad,Noida,Onion,Bombay (U.P.),FAQ
Karnataka,gadag,Nargunda,Wheat,H.D.,Medium
Karnataka,kolar,Kolar,Onion,Other,FAQ
Karnataka,koppal,Gangavathi,Wheat,Local,FAQ
Maharashtra,ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society,Onion,Other,FAQ
Karnataka,hassan,Arakalgud,Potato,Potato,FAQ
Delhi,delhi,Azadpur,Potato,Other,FAQ
Kerala,alappuzha,Chengannur,Onion,Other,FAQ
Rajasthan,jaisalmer,Jaisalmer,Onion,Other,FAQ
Gujarat,surat,Mandvi,Wheat,Other,FAQ
Punjab,muktsar,Muktsar,Potato,Desi,FAQ
Karnataka,haveri,Ranebennur,Tomato,Tomato,Medium
Karnataka,raichur,Manvi,Wheat,Other,Medium
Nagaland,dimapur,Nuiland,Onion,Onion,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Tomato,Deshi,FAQ
Madhya Pradesh,guna,Guna(F&V),Onion,Other,FAQ
Maharashtra,parbhani,Purna,Wheat,Maharashtra 2189,FAQ
Gujarat,bharuch,Ankleshwar,Potato,Potato,FAQ
Maharashtra,parbhani,Jintur,Wheat,Other,FAQ
Rajasthan,pali,Pali,Wheat,Other,FAQ
Punjab,faridkot,Kotkapura,Onion,Red,FAQ
Uttar Pradesh,mathura,Kosikalan,Tomato,Other,FAQ
Madhya Pradesh,guna,Guna,Wheat,Other,FAQ
Himachal Pradesh,kangra,Kangra(Jassour),Onion,Other,FAQ
Himachal Pradesh,kangra,Kangra(Jassour),Potato,Other,FAQ
Gujarat,navsari,Navsari,Tomato,Other,FAQ
Uttar Pradesh,saharanpur,Deoband,Potato,Desi,FAQ
Haryana,kaithal,Pundri,Tomato,Other,FAQ
Gujarat,amreli,Dhari,Tomato,Tomato,FAQ
Gujarat,amreli,Dhari,Potato,Local,FAQ
Haryana,kaithal,Pundri,Onion,Other,FAQ
Himachal Pradesh,kangra,Kangra(Jassour),Tomato,Other,FAQ
Haryana,kaithal,Pundri,Potato,Other,FAQ
Haryana,kurukshetra,Ladwa,Tomato,Other,FAQ
Punjab,hoshiarpur,Garh Shankar,Tomato,Other,FAQ
Jammu & Kashmir,udhampur,Reasi,Potato,Other,FAQ
Nagaland,zunheboto,Ghathashi,Potato,Potato,FAQ
Karnataka,belgaum,Ramdurga,Wheat,Local,Medium
Orissa,keonjhar,Champua,Potato,Other,FAQ
Orissa,keonjhar,Keonjhar(Jhumpura),Onion,Other,FAQ
Gujarat,bhavnagar,Palitana,Tomato,Deshi,FAQ
Orissa,keonjhar,Champua,Onion,Other,FAQ
Orissa,keonjhar,Champua,Tomato,Other,FAQ
Assam,lakhimpur,Paliakala,Onion,Red,FAQ
Orissa,keonjhar,Keonjhar(Jhumpura),Potato,Other,FAQ
Gujarat,bhavnagar,Palitana,Onion,Red,FAQ
Orissa,keonjhar,Keonjhar(Jhumpura),Tomato,Other,FAQ
Assam,lakhimpur,Paliakala,Potato,Potato,FAQ
Gujarat,bhavnagar,Palitana,Potato,Potato,FAQ
Gujarat,navsari,Navsari,Onion,1st Sort,FAQ
Uttar Pradesh,saharanpur,Chutmalpur,Tomato,Hybrid,FAQ
Assam,lakhimpur,Paliakala,Wheat,Dara,FAQ
Gujarat,navsari,Navsari,Potato,(Red Nanital),FAQ
West Bengal,birbhum,Sainthia,Wheat,Sonalika,FAQ
Madhya Pradesh,hoshangabad,Hoshangabad,Wheat,Lokwan,FAQ
Rajasthan,bikaner,Khajuwala,Wheat,Other,FAQ
Karnataka,tumkur,Tumkur,Tomato,Tomato,FAQ
Uttar Pradesh,bulandshahar,Buland Shahr,Potato,Desi,FAQ
Karnataka,mandya,Nagamangala,Tomato,Hybrid,FAQ
Karnataka,gadag,Gadag,Tomato,Tomato,FAQ
Karnataka,dharwad,Dharwar,Tomato,Tomato,FAQ
Madhya Pradesh,shajapur,Akodiya,Wheat,Mill Quality,FAQ
Himachal Pradesh,una,Santoshgarh,Tomato,Other,FAQ
Madhya Pradesh,shajapur,Akodiya,Wheat,Sharbati,FAQ
Madhya Pradesh,harda,Harda,Wheat,Mill Quality,FAQ
Manipur,thoubal,Thoubal,Onion,Other,FAQ
Karnataka,haveri,Haveri,Tomato,Hybrid,Medium
Madhya Pradesh,vidisha,Shamshabad,Wheat,Mill Quality,FAQ
Manipur,bishnupur,Bishenpur,Potato,Other,FAQ
Manipur,bishnupur,Bishenpur,Onion,Onion,FAQ
Madhya Pradesh,morena,Morena(F&V),Potato,Potato,FAQ
Rajasthan,karauli,Hindoun,Wheat,Other,FAQ
Madhya Pradesh,dhar,Rajgarh,Wheat,Other,FAQ
Madhya Pradesh,morena,Morena,Wheat,Lokwan,FAQ
Manipur,thoubal,Thoubal,Potato,Other,FAQ
Madhya Pradesh,mandsaur,Suvasra,Wheat,Mill Quality,FAQ
Orissa,jajpur,Jajpur,Onion,Onion,FAQ
Madhya Pradesh,shajapur,Akodiya,Onion,1st Sort,FAQ
Karnataka,haveri,Ranebennur,Tomato,Hybrid,Medium
Chhattisgarh,bilaspur,Takhatpur,Wheat,Local,FAQ
Uttar Pradesh,badaun,Ujhani,Onion,Red,FAQ
Uttar Pradesh,badaun,Ujhani,Wheat,Dara,FAQ
Madhya Pradesh,datia,Bhander,Wheat,WH-542,FAQ
Madhya Pradesh,khargone,Kasrawad,Wheat,Mill Quality,FAQ
Orissa,bargarh,Sohela,Tomato,Other,FAQ
Karnataka,haveri,Haveri,Potato,Chandermukhi,Medium
Gujarat,rajkot,Gondal(Veg.market Gondal),Tomato,Tomato,FAQ
Orissa,jajpur,Jajpur,Potato,Potato,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Onion,Other,FAQ
Madhya Pradesh,dhar,Dhar,Wheat,Other,FAQ
Madhya Pradesh,morena,Morena(F&V),Tomato,Tomato,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Tomato,Other,FAQ
Maharashtra,pune,Junnar(Narayangaon),Tomato,Other,FAQ
Orissa,bargarh,Padampur,Tomato,Other,FAQ
Madhya Pradesh,shivpuri,Badarwas,Wheat,Lokwan,FAQ
Madhya Pradesh,hoshangabad,Semriharchand,Wheat,Mill Quality,FAQ
Madhya Pradesh,raisen,Gairatganj,Wheat,Mill Quality,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Potato,Other,FAQ
Madhya Pradesh,vidisha,Vidisha,Wheat,Lokwan,FAQ
Uttar Pradesh,badaun,Ujhani,Potato,Local,FAQ
Karnataka,haveri,Haveri,Onion,Local,Medium
Madhya Pradesh,dewas,Kannod,Wheat,147 Average,FAQ
Madhya Pradesh,dhar,Rajgarh,Wheat,Lokwan,FAQ
Karnataka,kolar,Bangarpet,Onion,Onion,FAQ
Nagaland,mon,Naginimora,Potato,(Red Nanital),FAQ
Madhya Pradesh,khargone,Kasrawad,Wheat,Lokwan,FAQ
Orissa,angul,Angul(Atthamallick),Potato,Potato,FAQ
West Bengal,bankura,Bankura Sadar,Onion,Medium,FAQ
Madhya Pradesh,dhar,Dhar(F&V),Potato,Other,FAQ
Madhya Pradesh,mandsaur,Piplya,Wheat,Mill Quality,FAQ
Orissa,angul,Angul(Atthamallick),Onion,Onion,FAQ
Madhya Pradesh,rajgarh,Sarangpur,Wheat,Lok-1,FAQ
Madhya Pradesh,dhar,Dhar(F&V),Onion,Other,FAQ
Maharashtra,akola,Akot,Wheat,147 Average,FAQ
Orissa,rayagada,Rayagada(Muniguda),Tomato,Other,FAQ
Gujarat,surendranagar,Dasada Patadi,Wheat,147 Average,FAQ
Meghalaya,south garo hills,Gasuapara,Tomato,Hybrid,FAQ
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Potato,Jalander,FAQ
Orissa,angul,Angul(Atthamallick),Tomato,Tomato,FAQ
Madhya Pradesh,raisen,Gairatganj,Wheat,Lokwan,FAQ
Chattisgarh,janjgir,Amadula,Wheat,Medium,FAQ
Meghalaya,south garo hills,Baghmara,Tomato,Hybrid,FAQ
Karnataka,gadag,Gadag,Potato,Potato,FAQ
Himachal Pradesh,hamirpur,Muskara,Potato,Potato,FAQ
Rajasthan,ganganagar,Sriganganagar (F&V),Tomato,Other,FAQ
Karnataka,dharwad,Hubli (Amaragol),Onion,Other,FAQ
Madhya Pradesh,morena,Morena,Wheat,Other,FAQ
Karnataka,koppal,Koppal,Tomato,Hybrid,FAQ
Uttar Pradesh,prayagraj,Jasra,Potato,Red,FAQ
Karnataka,gadag,Gadag,Onion,Onion,FAQ
Karnataka,koppal,Koppal,Potato,Potato,FAQ
Maharashtra,sangli,Vita,Potato,Other,FAQ
Karnataka,koppal,Koppal,Onion,Onion,FAQ
Karnataka,tumkur,Tumkur,Onion,Onion,FAQ
Maharashtra,ahmednagar,Shrigonda(Gogargaon),Wheat,Other,FAQ
Rajasthan,pali,Rani,Wheat,Other,FAQ
Maharashtra,sangli,Vita,Onion,Other,FAQ
Madhya Pradesh,chhindwara,Chhindwara(F&V),Onion,Onion,FAQ
Madhya Pradesh,jhabua,Thandla,Tomato,Hybrid,FAQ
Madhya Pradesh,chhindwara,Chhindwara(F&V),Tomato,Tomato,FAQ
Maharashtra,sholapur,Mangal Wedha,Tomato,Local,FAQ
Maharashtra,sholapur,Mangal Wedha,Onion,Local,FAQ
Orissa,gajapati,Parlakhemundi,Tomato,Local,FAQ
Madhya Pradesh,chhindwara,Chhindwara(F&V),Potato,Potato,FAQ
Punjab,jalandhar,Noor Mehal,Onion,1st Sort,FAQ
Uttar Pradesh,badaun,Ujhani,Tomato,Local,FAQ
Himachal Pradesh,kangra,Kangra(Jaisinghpur),Potato,Jyoti,FAQ
Uttar Pradesh,amroha,Hasanpur,Onion,Red,FAQ
Gujarat,bhavnagar,Palitana,Tomato,Hybrid,FAQ
Bihar,kishanganj,Bahadurganj,Potato,(Red Nanital),FAQ
Gujarat,patan,Harij,Wheat,Other,FAQ
Bihar,kishanganj,Bahadurganj,Onion,1st Sort,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Potato,Desi,FAQ
Madhya Pradesh,morena,Morena(F&V),Onion,Onion,FAQ
Chhattisgarh,bilaspur,Kota,Wheat,Local,FAQ
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Tomato,Other,FAQ
Madhya Pradesh,dhar,Manawar,Wheat,Other,FAQ
Nagaland,phek,Pfatsero,Tomato,Tomato,FAQ
Karnataka,koppal,Koppal,Onion,Other,FAQ
Orissa,gajapati,Kasinagar,Tomato,Other,FAQ
Gujarat,rajkot,Upleta,Wheat,Other,FAQ
Madhya Pradesh,bhind,Gohad,Wheat,Other,FAQ
Orissa,nayagarh,Sarankul,Potato,Other,FAQ
Chhattisgarh,bilaspur,Kota,Wheat,Other,FAQ
Punjab,hoshiarpur,Garh Shankar,Tomato,Deshi,FAQ
Andhra Pradesh,medak,Gajwel,Tomato,Local,FAQ
Karnataka,hassan,Arasikere,Wheat,Local,FAQ
Uttar Pradesh,firozabad,Sirsaganj,Potato,Potato,FAQ
Maharashtra,ahmednagar,Rahuri(Songaon),Potato,Other,FAQ
Orissa,jajpur,Jajpur,Tomato,Deshi,FAQ
Uttar Pradesh,shahjahanpur,Badda,Wheat,Dara,FAQ
Karnataka,kolar,Chickkaballapura,Potato,Jalander,FAQ
Bihar,kishanganj,Bahadurganj,Tomato,Deshi,FAQ
Orissa,jajpur,Jajpur,Potato,Desi,FAQ
Orissa,jajpur,Jajpur,Onion,Medium,FAQ
Madhya Pradesh,dewas,Kannod,Wheat,Other,FAQ
Madhya Pradesh,ujjain,Badnagar,Wheat,Sharbati,FAQ
Punjab,ludhiana,Jagraon,Onion,Other,FAQ
Chattisgarh,kanker,Sambalpur,Wheat,Other,FAQ
Punjab,ludhiana,Jagraon,Potato,Other,FAQ
Madhya Pradesh,vidisha,Gulabganj,Wheat,Local,FAQ
Uttar Pradesh,firozabad,Shikohabad,Potato,Potato,FAQ
Chattisgarh,raipur,Kharora,Wheat,147 Average,FAQ
Gujarat,rajkot,Dhoraji,Wheat,Milbar,FAQ
Kerala,kottayam,Ettumanoor,Potato,Other,FAQ
Madhya Pradesh,bhind,Mehgaon,Wheat,Other,FAQ
Orissa,gajapati,Parlakhemundi,Tomato,Tomato,FAQ
Kerala,kottayam,Kanjirappally,Tomato,Other,FAQ
Uttar Pradesh,muzaffarnagar,Shahpur,Potato,Desi,FAQ
Uttar Pradesh,firozabad,Tundla,Potato,Desi,FAQ
Maharashtra,satara,Vai,Tomato,Other,FAQ
Chattisgarh,rajnandgaon,Bazar Atriya,Wheat,Other,FAQ
Madhya Pradesh,seoni,Chhpara,Wheat,Mill Quality,FAQ
Karnataka,chikmagalur,Kadur,Potato,Potato,FAQ
Uttar Pradesh,muzaffarnagar,Shahpur,Onion,Red,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Onion,1st Sort,FAQ
Karnataka,gadag,Laxmeshwar,Wheat,White,FAQ
Uttar Pradesh,mahoba,Mahoba,Potato,Desi,FAQ
Bihar,jehanabad,Jehanabad,Onion,White,FAQ
Bihar,muzaffarpur,Muzaffarpur,Wheat,147 Average,FAQ
Uttar Pradesh,muzaffarnagar,Khatauli,Wheat,Dara,FAQ
West Bengal,birbhum,Sainthia,Potato,Other,FAQ
West Bengal,birbhum,Rampurhat,Potato,Local,FAQ
Bihar,vaishali,"Jaitipir Mandi, Lalganj block",Potato,Jyoti,FAQ
Bihar,araria,Forbesganj,Potato,Jyoti,FAQ
Bihar,madhubani,Jainagar,Onion,Medium,FAQ
Bihar,jehanabad,Jehanabad,Potato,Jyoti,FAQ
Maharashtra,dhule,Shirpur,Onion,Red,FAQ
Uttar Pradesh,muzaffarnagar,Khatauli,Tomato,Deshi,FAQ
Bihar,bhojpur,Aarah,Potato,Jyoti,FAQ
Bihar,samastipur,Tajpur,Onion,Medium,FAQ
Meghalaya,west khasi hills,Nongstoin,Tomato,Other,FAQ
Chattisgarh,jashpur,Jaspur,Wheat,Chandausi,FAQ
Maharashtra,beed,Kada,Onion,Red,FAQ
Uttar Pradesh,muzaffarnagar,Shahpur,Wheat,Dara,FAQ
Rajasthan,hanumangarh,Hanumangarh Town,Wheat,Deshi,FAQ
Haryana,yamuna nagar,Chhachrauli,Potato,Other,FAQ
Maharashtra,nanded,Umari,Wheat,Other,FAQ
Uttar Pradesh,bulandshahar,Khurja,Wheat,Other,FAQ
Andhra Pradesh,kurnool,Kurnool,Onion,Local,FAQ
