STATE,District Name,Market Name,Commodity,Variety,Grade
West Bengal,hooghly,Kalipur,Onion,Nasik,FAQ
Uttar Pradesh,unnao,Unnao,Wheat,Dara,FAQ
Maharashtra,thane,Ulhasnagar,Wheat,Other,FAQ
Nagaland,mokokchung,Mangkolemba,Potato,Other,FAQ
Punjab,muktsar,Bariwala,Onion,Other,FAQ
Madhya Pradesh,ujjain,Ujjain,Wheat,Other,FAQ
Himachal Pradesh,kangra,Kangra(Baijnath),Onion,Onion,FAQ
Uttar Pradesh,maharajganj,Partaval,Wheat,Dara,FAQ
Kerala,kottayam,Kanjirappally,Onion,Onion,FAQ
Punjab,muktsar,Muktsar,Potato,Red,FAQ
West Bengal,bankura,Khatra,Wheat,Sonalika,FAQ
Uttar Pradesh,aligarh,Khair,Wheat,Dara,FAQ
Punjab,ludhiana,Doraha,Onion,Other,FAQ
Madhya Pradesh,raisen,Udaipura,Wheat,Lokwan,FAQ
Madhya Pradesh,sagar,Rehli,Wheat,Other,FAQ
 Punjab,fazilka,Jalalabad,Onion,Other,FAQ
Maharashtra,jalgaon,Raver,Wheat,Other,FAQ
Haryana,panipat,Madlauda,Potato,Other,FAQ
Haryana,sonipat,Sonepat,Onion,Other,FAQ
Madhya Pradesh,vidisha,Vidisha,Wheat,Sharbati,FAQ
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Onion,FAQ
Uttar Pradesh,gonda,Gonda,Onion,Red,FAQ
Uttar Pradesh,lucknow,Lucknow,Wheat,Dara,FAQ
Rajasthan,hanumangarh,Rawatsar,Wheat,Other,FAQ
Haryana,sirsa,Sirsa,Onion,Other,FAQ
West Bengal,birbhum,Rampurhat,Wheat,Sonalika,FAQ
Rajasthan,kota,Ramganjmandi,Wheat,Other,FAQ
Haryana,mewat,Punhana,Potato,Other,FAQ
Andhra Pradesh,mahbubnagar,Mahabubnagar(Rythu Bazar),Potato,(Red Nanital),FAQ
Uttar Pradesh,shahjahanpur,Puwaha,Wheat,Dara,FAQ
Madhya Pradesh,chhatarpur,Naugaon,Wheat,Dara Mill Quality,FAQ
Uttar Pradesh,maharajganj,Nautnava,Wheat,Dara,FAQ
Uttar Pradesh,badaun,Visoli,Wheat,Dara,FAQ
Uttar Pradesh,rampur,Rampur,Wheat,Dara,FAQ
Rajasthan,bikaner,Sridungargarh,Wheat,Other,FAQ
Uttar Pradesh,rampur,Rampur,Potato,Desi,FAQ
Punjab,amritsar,Rayya,Onion,Red,FAQ
Madhya Pradesh,panna,Simariya,Wheat,147 Average,FAQ
Punjab,moga,Moga,Onion,Other,FAQ
Punjab,jalandhar,Phillaur(Apra Mandi),Onion,Other,FAQ
Punjab,jalandhar,Noor Mehal,Potato,Other,FAQ
Haryana,karnal,Gharaunda,Onion,Other,FAQ
Uttar Pradesh,saharanpur,Deoband,Onion,Red,FAQ
Uttar Pradesh,sitapur,Hargaon (Laharpur),Onion,Nasik,FAQ
Punjab,patiala,Patran,Onion,Other,FAQ
Uttar Pradesh,deoria,Devariya,Onion,Red,FAQ
Madhya Pradesh,ujjain,Ujjain,Wheat,Lokwan,FAQ
Uttar Pradesh,bijnor,Nagina,Onion,Red,FAQ
Uttar Pradesh,hardoi,Sandila,Wheat,Dara,FAQ
Rajasthan,hanumangarh,Hanumangarh(Urlivas),Onion,1st Sort,FAQ
Haryana,jind,Narwana,Onion,Other,FAQ
Orissa,kendrapara,Pattamundai,Potato,Potato,FAQ
Madhya Pradesh,neemuch,Neemuch,Onion,Red,FAQ
Madhya Pradesh,tikamgarh,Jatara,Wheat,Local,FAQ
Uttar Pradesh,bulandshahar,Sikarpur,Wheat,Dara,FAQ
Uttar Pradesh,amroha,Hasanpur,Potato,Badshah,FAQ
Punjab,ludhiana,Ludhiana,Potato,Other,FAQ
Madhya Pradesh,khandwa,Pandhana,Wheat,Lok-1,FAQ
Uttar Pradesh,firozabad,Sirsaganj,Wheat,Dara,FAQ
Rajasthan,kota,Kota (F&V),Onion,Other,FAQ
Madhya Pradesh,khargone,Sanawad,Wheat,Lokwan,FAQ
Maharashtra,nashik,Satana,Wheat,Other,FAQ
Punjab,faridkot,Kotkapura,Onion,Nasik,FAQ
Gujarat,amreli,Savarkundla,Wheat,Lokwan,FAQ
Madhya Pradesh,mandsaur,Piplya,Wheat,Other,FAQ
Kerala,ernakulam,Perumbavoor,Potato,Potato,FAQ
Uttar Pradesh,rampur,Shahabad,Wheat,Other,FAQ
Uttar Pradesh,hardoi,Shahabad(New Mandi),Wheat,Dara,FAQ
Gujarat,bhavnagar,Mahuva(Station Road),Onion,Red,FAQ
Madhya Pradesh,sheopur,Sheopurbadod,Wheat,Other,FAQ
Maharashtra,pune,Pune(Khadiki),Onion,Local,FAQ
Maharashtra,dhule,Shirpur,Wheat,Other,FAQ
West Bengal,alipurduar,Falakata,Onion,Other,FAQ
Uttar Pradesh,ghaziabad,Noida,Potato,Desi,FAQ
Maharashtra,nashik,Manmad,Onion,Other,FAQ
Haryana,sonipat,Ganaur,Onion,Onion,FAQ
Gujarat,bharuch,Ankleshwar,Tomato,Tomato,FAQ
Madhya Pradesh,dhar,Manawar,Wheat,Lokwan,FAQ
Uttar Pradesh,bulandshahar,Divai,Onion,Red,FAQ
Uttar Pradesh,firozabad,Tundla,Onion,Red,FAQ
West Bengal,howrah,Uluberia,Onion,Other,FAQ
Rajasthan,jhalawar,Khanpur,Wheat,Other,FAQ
Maharashtra,nagpur,Nagpur,Wheat,Sharbati,FAQ
Delhi,delhi,Najafgarh,Wheat,Dara,FAQ
Orissa,sambalpur,Kuchinda,Potato,Other,FAQ
Gujarat,bhavnagar,Taleja,Wheat,Kalyan,FAQ
Chhattisgarh,bilaspur,Tiphra,Onion,Other,FAQ
Madhya Pradesh,dhar,Kukshi,Potato,Potato,FAQ
Uttar Pradesh,bulandshahar,Siyana,Wheat,Dara,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Potato,Local,FAQ
Uttar Pradesh,badaun,Shahaswan,Potato,Potato,FAQ
Haryana,kurukshetra,Babain,Onion,Local,FAQ
Assam,lakhimpur,Lakhimpur,Potato,Haldwani,FAQ
Madhya Pradesh,ratlam,Ratlam,Wheat,Lok-1,FAQ
Gujarat,rajkot,Rajkot,Wheat,Lokwan,FAQ
Himachal Pradesh,kullu,Kullu,Potato,Other,FAQ
Meghalaya,east khasi hills,Shillong,Potato,Local,FAQ
Kerala,idukki,Thodupuzha,Onion,Big,FAQ
Madhya Pradesh,ujjain,Badnagar,Wheat,Lokwan,FAQ
Rajasthan,udaipur,Fatehnagar,Wheat,Local,FAQ
Kerala,kottayam,Thalayolaparambu,Potato,Other,FAQ
Maharashtra,sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ
Uttrakhand,champawat,Tanakpur,Potato,Other,FAQ
Uttar Pradesh,lalitpur,Mehrauni,Wheat,147 Average,FAQ
Himachal Pradesh,una,Una,Onion,Onion,FAQ
Andhra Pradesh,medak,Siddipet(Rythu Bazar),Onion,1st Sort,FAQ
Maharashtra,jalgaon,Chopada,Wheat,Other,FAQ
Madhya Pradesh,rajgarh,Chhapiheda,Wheat,147 Average,FAQ
Uttar Pradesh,firozabad,Sirsaganj,Onion,Red,FAQ
Uttar Pradesh,bijnor,Chaandpur,Onion,Red,FAQ
Maharashtra,pune,Khed(Chakan),Potato,Other,FAQ
Rajasthan,churu,Sujangarh,Onion,1st Sort,FAQ
Uttar Pradesh,aligarh,Khair,Potato,Desi,FAQ
Rajasthan,jhalawar,Bhawani Mandi,Wheat,Other,FAQ
Rajasthan,chittorgarh,Begu,Wheat,Other,FAQ
Madhya Pradesh,neemuch,Manasa,Wheat,Other,FAQ
Madhya Pradesh,sagar,Rahatgarh,Wheat,Other,FAQ
Madhya Pradesh,tikamgarh,Tikamgarh,Wheat,Other,FAQ
Uttar Pradesh,unnao,Purwa,Wheat,Dara,FAQ
Uttar Pradesh,banda,Banda,Onion,Red,FAQ
Uttar Pradesh,bulandshahar,Gulavati,Onion,Other,FAQ
Madhya Pradesh,harda,Timarni,Wheat,Mill Quality,FAQ
Madhya Pradesh,dhar,Dhamnod,Onion,Red,FAQ
Madhya Pradesh,panna,Devandranagar,Wheat,Other,FAQ
Uttar Pradesh,ballia,Vilthararoad,Onion,Other,FAQ
Madhya Pradesh,dewas,Dewas,Wheat,Other,FAQ
Maharashtra,amarawati,Dhamngaon-Railway,Wheat,Other,FAQ
Punjab,sangrur,Dhuri,Onion,Other,FAQ
Himachal Pradesh,hamirpur,Hamirpur,Onion,Other,FAQ
Madhya Pradesh,shivpuri,Pichhour,Wheat,Other,FAQ
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ
Uttar Pradesh,sonbhadra,Dudhi,Onion,Onion,FAQ
Rajasthan,pratapgarh,Pratapgarh,Wheat,Other,FAQ
Maharashtra,ahmednagar,Shevgaon(Bodhegaon),Wheat,Maharashtra 2189,FAQ
Uttar Pradesh,gonda,Nawabganj,Potato,Desi,FAQ
Uttar Pradesh,pratapgarh,Pratapgarh,Wheat,Other,FAQ
Madhya Pradesh,rajgarh,Narsinghgarh,Potato,Other,FAQ
Madhya Pradesh,dewas,Dewas(F&V),Onion,Other,FAQ
Maharashtra,nandurbar,Shahada,Wheat,Other,FAQ
Madhya Pradesh,raisen,Obedullaganj,Wheat,Lokwan,FAQ
Uttar Pradesh,ghaziabad,Noida,Wheat,Dara,FAQ
Bihar,supaul,Birpur,Onion,Hybrid,FAQ
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ
Haryana,rewari,Kosli,Potato,Other,FAQ
Maharashtra,beed,Kille Dharur,Wheat,Other,FAQ
Haryana,ambala,Barara,Onion,Other,FAQ
Orissa,bargarh,Bargarh,Onion,Other,FAQ
Gujarat,bhavnagar,Palitana,Wheat,Hybrid,FAQ
Maharashtra,jalgaon,Bhusaval,Onion,Red,FAQ
Madhya Pradesh,vidisha,Vidisha,Wheat,Other,FAQ
Uttar Pradesh,ballia,Vilthararoad,Wheat,Dara,FAQ
Madhya Pradesh,satna,Mehar,Wheat,Local,FAQ
West Bengal,bankura,Khatra,Potato,Jyoti,FAQ
Nagaland,kohima,Jalukie,Onion,1st Sort,FAQ
Madhya Pradesh,shajapur,Nalkehda,Wheat,Other,FAQ
Uttar Pradesh,meerut,Meerut,Wheat,Dara,FAQ
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Potato,Potato,FAQ
Uttar Pradesh,ballia,Chitwadagaon,Onion,Red,FAQ
Madhya Pradesh,sagar,Deori,Onion,Onion,FAQ
Uttar Pradesh,sambhal,Muradabad,Potato,Desi,FAQ
Uttar Pradesh,jhansi,Moth,Wheat,Dara,FAQ
Rajasthan,hanumangarh,Hanumangarh,Onion,1st Sort,FAQ
Madhya Pradesh,jabalpur,Shahpura(Jabalpur),Wheat,Other,FAQ
Haryana,yamuna nagar,Jagadhri,Tomato,Other,FAQ
Gujarat,patan,Siddhpur,Wheat,Hybrid,FAQ
Madhya Pradesh,mandsaur,Sitmau,Wheat,Other,FAQ
 Punjab,fazilka,Fazilka,Tomato,Other,FAQ
Kerala,alappuzha,Kayamkulam,Potato,Other,FAQ
Uttar Pradesh,agra,Fatehpur Sikri,Potato,Local,FAQ
Himachal Pradesh,hamirpur,Raath,Onion,Red,FAQ
Madhya Pradesh,sheopur,Sheopurkalan,Wheat,Other,FAQ
Maharashtra,sangli,Tasgaon,Wheat,Other,FAQ
Madhya Pradesh,seoni,Keolari,Wheat,Local,FAQ
Uttar Pradesh,jhansi,Jhansi,Potato,Desi,FAQ
Uttar Pradesh,rampur,Milak,Onion,Red,FAQ
Uttar Pradesh,bulandshahar,Jahangirabad,Onion,Red,FAQ
Andhra Pradesh,hyderabad,Erragadda(Rythu Bazar),Tomato,Deshi,FAQ
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Onion,Red,FAQ
Madhya Pradesh,dewas,Haatpipliya,Tomato,Tomato,FAQ
Orissa,kendrapara,Gopa,Tomato,Tomato,FAQ
Madhya Pradesh,satna,Satna,Wheat,Other,FAQ
West Bengal,north 24 parganas,Habra,Tomato,Other,FAQ
Madhya Pradesh,sagar,Sagar,Wheat,Other,FAQ
Uttar Pradesh,bahraich,Bahraich,Tomato,Hybrid,FAQ
Uttar Pradesh,bulandshahar,Divai,Potato,F.A.Q.,FAQ
Uttar Pradesh,auraiya,Auraiya,Potato,Desi,FAQ
Punjab,moga,Dharamkot,Onion,Other,FAQ
Jammu and Kashmir,anantnag,Ashahipora (Anantnagh),Potato,Local,FAQ
Madhya Pradesh,ujjain,Ujjain(F&V),Onion,Onion,FAQ
West Bengal,paschim bardhaman,Asansol,Potato,Jyoti,FAQ
Uttar Pradesh,hardoi,Hardoi,Tomato,Hybrid,FAQ
Maharashtra,nagpur,Savner,Wheat,Other,FAQ
Maharashtra,pune,Pune(Manjri),Onion,Local,FAQ
Madhya Pradesh,datia,Sevda,Wheat,Mill Quality,FAQ
Himachal Pradesh,hamirpur,Hamirpur,Tomato,Other,FAQ
Uttar Pradesh,fatehpur,Khaga,Potato,Desi,FAQ
Maharashtra,pune,Pune(Moshi),Onion,Local,FAQ
Gujarat,ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana),Onion,Nasik,FAQ
Orissa,keonjhar,Keonjhar(Dhekikote),Potato,Other,FAQ
Karnataka,bangalore,Doddaballa Pur,Tomato,Tomato,FAQ
Haryana,yamuna nagar,Jagadhri,Onion,Other,FAQ
Uttar Pradesh,bulandshahar,Divai,Tomato,Deshi,FAQ
 Punjab,fazilka,Jalalabad,Potato,Other,FAQ
Haryana,fatehabad,Fatehabad,Tomato,Other,FAQ
West Bengal,nadia,Nadia,Onion,Other,FAQ
Haryana,sirsa,Ellanabad,Tomato,Tomato,FAQ
Madhya Pradesh,ujjain,Tarana,Wheat,147 Average,FAQ
Madhya Pradesh,dhar,Gandhwani,Wheat,Other,FAQ
Chattisgarh,durg,Durg,Tomato,Tomato,FAQ
Uttar Pradesh,jhansi,Gurusarai,Potato,Desi,FAQ
Kerala,kottayam,Pampady,Onion,Big,FAQ
Uttar Pradesh,ghaziabad,Noida,Onion,Red,FAQ
Uttar Pradesh,fatehpur,Bindki,Tomato,Hybrid,FAQ
West Bengal,north 24 parganas,Habra,Potato,Other,FAQ
Chandigarh,chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ
Punjab,ludhiana,Khanna,Onion,Other,FAQ
Uttar Pradesh,sitapur,Viswan,Wheat,Dara,FAQ
Haryana,sonipat,Gohana,Potato,Other,FAQ
Madhya Pradesh,khandwa,Khandwa(F&V),Potato,Potato,FAQ
Punjab,ludhiana,Khanna,Potato,Other,FAQ
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Onion,Red,FAQ
Rajasthan,hanumangarh,Sangriya,Wheat,Other,FAQ
Madhya Pradesh,dewas,Sonkatch,Wheat,Other,FAQ
Haryana,yamuna nagar,Chhachrauli,Tomato,Tomato,FAQ
Uttar Pradesh,gorakhpur,Gorakhpur,Tomato,Hybrid,FAQ
Assam,lakhimpur,Lakhimpur,Wheat,Dara,FAQ
Uttar Pradesh,auraiya,Dibiapur,Tomato,Hybrid,FAQ
Maharashtra,nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ
West Bengal,jalpaiguri,Dhupguri,Tomato,Other,FAQ
Maharashtra,wardha,Wardha,Wheat,Other,FAQ
Uttar Pradesh,amroha,Dhanaura,Wheat,Dara,FAQ
Uttar Pradesh,bulandshahar,Gulavati,Potato,Other,FAQ
Punjab,hoshiarpur,Garh Shankar,Tomato,Local,FAQ
Madhya Pradesh,dewas,Dewas(F&V),Tomato,Other,FAQ
Madhya Pradesh,sagar,Deori,Tomato,Tomato,FAQ
Uttar Pradesh,saharanpur,Deoband,Tomato,Deshi,FAQ
Rajasthan,sikar,Sikar,Onion,1st Sort,FAQ
Haryana,yamuna nagar,Chhachrauli,Onion,Onion,FAQ
 Punjab,fazilka,Fazilka,Onion,Other,FAQ
Madhya Pradesh,jabalpur,Sihora,Wheat,Mill Quality,FAQ
Madhya Pradesh,raisen,Silvani,Wheat,147 Average,FAQ
Haryana,fatehabad,Fatehabad,Onion,Other,FAQ
Uttar Pradesh,muzaffarnagar,Muzzafarnagar,Wheat,Dara,FAQ
West Bengal,jalpaiguri,Dhupguri,Potato,Jyoti,FAQ
Uttar Pradesh,prayagraj,Jasra,Tomato,Deshi,FAQ
Uttar Pradesh,fatehpur,Khaga,Tomato,Hybrid,FAQ
Madhya Pradesh,ujjain,Nagda,Wheat,Other,FAQ
Delhi,delhi,Najafgarh,Wheat,Deshi,FAQ
Orissa,koraput,Koraput,Tomato,Other,FAQ
Uttar Pradesh,jhansi,Chirgaon,Potato,Desi,FAQ
Maharashtra,nashik,Dindori(Vani),Onion,Other,FAQ
Haryana,panchkula,Barwala,Potato,Other,FAQ
Uttar Pradesh,bijnor,Bijnaur,Potato,Desi,FAQ
Nagaland,kiphire,Kipheri,Tomato,Local,FAQ
Orissa,nuapada,Khariar Road,Tomato,Other,FAQ
Punjab,nawanshahr,Nawanshahar,Wheat,Medium,FAQ
Uttar Pradesh,sonbhadra,Robertsganj,Onion,Red,FAQ
Orissa,keonjhar,Keonjhar(Dhekikote),Tomato,Other,FAQ
Punjab,sangrur,Lehra Gaga,Onion,Other,FAQ
Gujarat,gandhinagar,Dehgam,Wheat,Other,FAQ
Gujarat,gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ
Maharashtra,nandurbar,Nandurbar,Wheat,Other,FAQ
Himachal Pradesh,hamirpur,Muskara,Wheat,Dara,FAQ
Madhya Pradesh,mandsaur,Daloda,Wheat,Mill Quality,FAQ
Madhya Pradesh,gwalior,Dabra,Wheat,Other,FAQ
Uttar Pradesh,agra,Jagnair,Tomato,Deshi,FAQ
Gujarat,surendranagar,Chotila,Wheat,Local,FAQ
Uttar Pradesh,bijnor,Kiratpur,Tomato,Deshi,FAQ
Punjab,patiala,Nabha,Potato,Other,FAQ
Himachal Pradesh,hamirpur,Hamirpur(Nadaun),Onion,Other,FAQ
Andhra Pradesh,warangal,Hanmarkonda(Rythu Bazar),Onion,Big,FAQ
Madhya Pradesh,indore,Mhow,Wheat,Other,FAQ
Madhya Pradesh,bhopal,Bhopal(F&V),Potato,Other,FAQ
Uttar Pradesh,badaun,Wazirganj,Onion,Red,FAQ
Punjab,ludhiana,Machhiwara,Tomato,Other,FAQ
Maharashtra,jalgaon,Bhusaval,Potato,Other,FAQ
Madhya Pradesh,gwalior,Lashkar(F&V),Tomato,Local,FAQ
Punjab,muktsar,Malout,Potato,Potato,FAQ
Madhya Pradesh,chhindwara,Chhindwara,Wheat,Local,FAQ
Uttar Pradesh,aligarh,Charra,Potato,Desi,FAQ
Karnataka,bellary,Hospet,Tomato,Tomato,FAQ
Rajasthan,jhalawar,Choumahla,Wheat,Other,FAQ
Uttar Pradesh,maharajganj,Gadaura,Tomato,Hybrid,FAQ
Punjab,hoshiarpur,Dasuya,Potato,Other,FAQ
Maharashtra,thane,Palghar,Wheat,Other,FAQ
Punjab,hoshiarpur,Tanda Urmur,Onion,Other,FAQ
Madhya Pradesh,jabalpur,Jabalpur(F&V),Tomato,Deshi,FAQ
Andhra Pradesh,hyderabad,L B Nagar,Potato,(Red Nanital),FAQ
Rajasthan,tonk,Deoli,Wheat,Other,FAQ
Kerala,idukki,Thodupuzha,Onion,Small,FAQ
Madhya Pradesh,harda,Timarni,Onion,Onion,FAQ
Orissa,ganjam,Hinjilicut,Tomato,Other,FAQ
Chattisgarh,rajnandgaon,Rajnandgaon,Wheat,Deshi,FAQ
Gujarat,sabarkantha,Himatnagar,Wheat,Sonalika,FAQ
Madhya Pradesh,hoshangabad,Itarsi,Wheat,Mill Quality,FAQ
Madhya Pradesh,shajapur,Shajapur(F&V),Onion,Other,FAQ
Madhya Pradesh,ratlam,Sailana,Wheat,Other,FAQ
Haryana,palwal,Hassanpur,Tomato,Tomato,FAQ
Uttar Pradesh,ghaziabad,Hapur,Tomato,Deshi,FAQ
Madhya Pradesh,ratlam,Jaora,Onion,Medium,FAQ
Uttar Pradesh,hardoi,Sandi,Wheat,Dara,FAQ
Uttar Pradesh,amroha,Dhanaura,Potato,Desi,FAQ
Himachal Pradesh,mandi,Dhanotu (Mandi),Potato,Other,FAQ
Haryana,fatehabad,Jakhal,Onion,Other,FAQ
Uttar Pradesh,banda,Baberu,Potato,Desi,FAQ
Punjab,jalandhar,Jalandhar City(Jalandhar),Tomato,Other,FAQ
Nagaland,kohima,Jalukie,Tomato,Tomato,FAQ
Jammu and Kashmir,anantnag,Kulgam,Onion,Red,FAQ
Punjab,faridkot,Faridkot,Tomato,Tomato,FAQ
Uttar Pradesh,etawah,Etawah,Tomato,Hybrid,FAQ
Kerala,ernakulam,Piravam,Onion,Big,FAQ
Kerala,alappuzha,Chengannur,Potato,Other,FAQ
Uttar Pradesh,ballia,Chitwadagaon,Potato,Other,FAQ
Uttar Pradesh,mahoba,Mahoba,Potato,Local,FAQ
Maharashtra,pune,Junnar(Narayangaon),Tomato,Local,FAQ
Gujarat,porbandar,Porbandar,Onion,Other,FAQ
Madhya Pradesh,khargone,Sanawad,Onion,1st Sort,FAQ
Uttar Pradesh,baghpat,Baraut,Potato,Chips,FAQ
Madhya Pradesh,shivpuri,Pohari,Wheat,Mill Quality,FAQ
Maharashtra,nagpur,Ramtek,Onion,Other,FAQ
Madhya Pradesh,khargone,Khargone,Tomato,Deshi,FAQ
Kerala,alappuzha,Kayamkulam,Tomato,Other,FAQ
Uttar Pradesh,shravasti,Payagpur,Onion,Red,FAQ
Rajasthan,ajmer,Madanganj Kishangarh,Potato,(Red Nanital),FAQ
Maharashtra,jalgaon,Jalgaon,Tomato,Other,FAQ
Madhya Pradesh,seoni,Chhpara,Wheat,Other,FAQ
Uttar Pradesh,jhansi,Gurusarai,Tomato,Local,FAQ
Maharashtra,nashik,Ghoti,Tomato,Other,FAQ
Rajasthan,bikaner,Bikaner (Grain),Wheat,Other,FAQ
Haryana,faridabad,Ballabhgarh,Tomato,Other,FAQ
Gujarat,gandhinagar,Mansa,Wheat,Medium,FAQ
Madhya Pradesh,vidisha,Lateri,Wheat,Mill Quality,FAQ
Uttar Pradesh,chandauli,Chandoli,Potato,Desi,FAQ
Madhya Pradesh,dewas,Loharda,Wheat,Lokwan,FAQ
Maharashtra,satara,Satara,Potato,Other,FAQ
Karnataka,bidar,Bidar,Wheat,Red,FAQ
Karnataka,bagalkot,Bagalakot,Onion,Onion,FAQ
Maharashtra,ahmednagar,Rahata,Onion,Other,FAQ
Punjab,sangrur,Sangrur,Potato,Desi,FAQ
Madhya Pradesh,dhar,Dhar,Wheat,Lokwan,FAQ
Kerala,ernakulam,Angamaly,Tomato,Tomato,FAQ
Uttar Pradesh,maharajganj,Anandnagar,Tomato,Local,FAQ
Uttar Pradesh,deoria,Barhaj,Tomato,Hybrid,FAQ
Chattisgarh,rajnandgaon,Rajnandgaon,Onion,Onion,FAQ
Jammu and Kashmir,anantnag,Ashahipora (Anantnagh),Tomato,Other,FAQ
Kerala,alappuzha,Harippad,Onion,Other,FAQ
Uttar Pradesh,aligarh,Aligarh,Potato,Desi,FAQ
Maharashtra,nanded,Bhokar,Wheat,Other,FAQ
Andhra Pradesh,kurnool,Pattikonda,Onion,Local,FAQ
Himachal Pradesh,chamba,Chamba,Tomato,Other,FAQ
Orissa,dhenkanal,Kamakhyanagar,Onion,Onion,FAQ
Himachal Pradesh,hamirpur,Bharuasumerpur,Wheat,Dara,FAQ
Uttar Pradesh,balrampur,Balrampur,Tomato,Deshi,FAQ
Madhya Pradesh,dhar,Kukshi,Wheat,Other,FAQ
Rajasthan,hanumangarh,Hanumangarh Town,Potato,(Red Nanital),FAQ
Andhra Pradesh,warangal,Hanmarkonda(Rythu Bazar),Potato,Potato,FAQ
Uttar Pradesh,banda,Banda,Tomato,Hybrid,FAQ
Madhya Pradesh,indore,Indore(F&V),Onion,Onion,FAQ
Orissa,bargarh,Bargarh(Barapalli),Tomato,Other,FAQ
Punjab,ludhiana,Machhiwara,Onion,Other,FAQ
Orissa,ganjam,Hinjilicut,Onion,Other,FAQ
Madhya Pradesh,mandla,Bichhiya,Wheat,Medium,FAQ
Madhya Pradesh,sagar,Bina,Wheat,MP(Desi),FAQ
Gujarat,navsari,Bilimora,Tomato,Other,FAQ
West Bengal,hooghly,Kalipur,Potato,Jyoti,FAQ
Gujarat,jamnagar,Dhrol,Wheat,Other,FAQ
Uttar Pradesh,amroha,Amroha,Tomato,Deshi,FAQ
Kerala,ernakulam,Aluva,Tomato,Tomato,FAQ
Uttar Pradesh,bulandshahar,Buland Shahr,Wheat,Dara,FAQ
Punjab,moga,Baghapurana,Tomato,Tomato,FAQ
West Bengal,north 24 parganas,Barasat,Tomato,Other,FAQ
Rajasthan,dausa,Mandawari,Wheat,Other,FAQ
Haryana,sonipat,Ganaur,Potato,Potato,FAQ
Uttar Pradesh,jhansi,Mauranipur,Wheat,Dara,FAQ
Kerala,malappuram,Manjeri,Onion,Other,FAQ
Maharashtra,beed,Gevrai,Wheat,Other,FAQ
West Bengal,paschim bardhaman,Asansol,Tomato,Hybrid,FAQ
West Bengal,nadia,Bethuadahari,Potato,F.A.Q.,FAQ
Uttar Pradesh,gorakhpur,Gorakhpur,Wheat,Dara,FAQ
Madhya Pradesh,sagar,Sagar(F&V),Onion,Other,FAQ
Uttar Pradesh,hardoi,Hardoi,Onion,Pusa-Red,FAQ
Gujarat,porbandar,Porbandar,Wheat,Lokwan,FAQ
Uttar Pradesh,ambedkarnagar,Akbarpur,Tomato,Hybrid,FAQ
Uttar Pradesh,prayagraj,Ajuha,Tomato,Deshi,FAQ
Rajasthan,hanumangarh,Hanumangarh Town,Onion,1st Sort,FAQ
Haryana,yamuna nagar,Radaur,Potato,Other,FAQ
Maharashtra,nashik,Nasik,Potato,Other,FAQ
Uttar Pradesh,fatehpur,Fatehpur,Potato,Desi,FAQ
Uttar Pradesh,maharajganj,Nautnava,Potato,Desi,FAQ
Rajasthan,hanumangarh,Rawatsar,Onion,1st Sort,FAQ
Madhya Pradesh,chhatarpur,Chhatarpur,Wheat,Other,FAQ
Uttar Pradesh,chandauli,Chandoli,Wheat,Dara,FAQ
Punjab,ludhiana,Sahnewal,Potato,Potato,FAQ
Maharashtra,mumbai,Mumbai,Wheat,Other,FAQ
Kerala,malappuram,Kottakkal,Onion,Other,FAQ
Uttar Pradesh,bahraich,Naanpara,Wheat,Dara,FAQ
Gujarat,jamnagar,Jamnagar,Wheat,Other,FAQ
Madhya Pradesh,damoh,Javera,Wheat,Mill Quality,FAQ
Uttar Pradesh,badaun,Badayoun,Tomato,Deshi,FAQ
Uttar Pradesh,bulandshahar,Divai,Wheat,Dara,FAQ
Uttar Pradesh,bijnor,Bijnaur,Onion,Red,FAQ
Uttar Pradesh,hardoi,Madhoganj,Onion,Red,FAQ
Andhra Pradesh,hyderabad,Mahboob Manison,Onion,2nd Sort,FAQ
Uttar Pradesh,auraiya,Auraiya,Tomato,Hybrid,FAQ
Kerala,thiruvananthapuram,Aralamoodu,Tomato,Tomato,FAQ
Rajasthan,jhalawar,Jhalarapatan,Wheat,Other,FAQ
Madhya Pradesh,dhar,Dhamnod,Wheat,Lok-1,FAQ
Uttar Pradesh,barabanki,Barabanki,Tomato,Hybrid,FAQ
Madhya Pradesh,guna,Guna(F&V),Tomato,Other,FAQ
Gujarat,dahod,Dahod,Wheat,147 Average,FAQ
Jammu & Kashmir,jammu,Batote,Tomato,Other,FAQ
Uttar Pradesh,bijnor,Chaandpur,Tomato,Hybrid,FAQ
Uttar Pradesh,bahraich,Naanpara,Onion,Red,FAQ
Kerala,alappuzha,Aroor,Potato,Other,FAQ
